Product_ID;Product_Category_Name;Product_Weight_Gr;Product_Length_Cm;Product_Height_Cm;Product_Width_Cm
c78b767da00efb70c1bcccab87c28cd5;Computers_Accessories;300;42;2;30
a0253d43394dd4da9a5d7b1f546f1a32;Computers_Accessories;740;23;13;13
051b9ff13dd55c0a6655a15ff296f80d;Sports_Leisure;3600;62;23;23
47859fca9dd7485cbd93c3e8993bb74f;Bed_Bath_Table;650;16;10;16
e1d1d22e9f8122a4ec1533b032c12562;Garden_Tools;2150;70;8;34
20e37962088a4061d3578def47a8648b;Furniture_Decor;800;40;10;34
1eba879220bd0981a0e2fbab499ed4e1;Office_Furniture;8950;52;51;17
ce5b91848b91118daffb3af53b747475;Sports_Leisure;1388;34;9;31
5370b82a213393979691c98074265584;Baby;7950;33;30;44
b8dac5113b06a97e64943234522572b9;Auto;6000;87;3;42
750cf819d127191920eda79a4b6fb479;Electronics;263;18;12;16
e6af694343b45b56304ad91974a110b9;Housewares;3900;19;20;15
680874c570dad71c0a2844cfbf417054;Furniture_Decor;600;25;25;25
8b3a9476f74f5297f7ff0ec6d95fe1ea;Furniture_Decor;2050;49;13;41
1c6fb703c624b381a20f21f757694866;Toys;725;22;17;15
db46052aed7dff59ba38cf2fe29b87f9;Bed_Bath_Table;6350;45;15;35
b864b103180d5a6a3f830e67f93e8735;Baby;600;70;11;11
7a8dac4aaa16bc642e4df33adcf03303;Cool_Stuff;11750;18;40;79
83b9bc6aae6f527ff6aafb9e01d6cbf3;Toys;2550;22;32;38
5f504b3a1c75b73d6151be81eb05bdc9;Cool_Stuff;15350;47;40;47
bbf920aa6ac72007a726e6f419156f8f;Furniture_Decor;1300;25;16;25
c3b7e4d83e530c27a8e6368296aece48;Furniture_Decor;850;69;11;11
c5d8079278e912d7e3b6beb48ecb56e8;Health_Beauty;1300;19;28;17
5eaa343860dc445b3fd43d1b682809fd;Sports_Leisure;4800;60;30;15
b5cfb1d3c5e435a7a52227e08f220ee7;Cool_Stuff;1300;36;16;24
334479e94cba98064050db1c9636e244;Auto;220;18;14;17
3fcd8dfe610c62edfb51de2630cd9ef4;Baby;5700;41;17;49
4c8056caed5757810b9a68b83c3759e6;Luggage_Accessories;450;20;40;30
30e77af9e7759bbaa0305d2fbc605dc4;Fashion_Shoes;2000;32;12;37
92bf5d2084dfbcb57d9db7838bac5cd0;Telephony;100;19;3;11
fdeb34a9f03fea7c3937dd62d1d0287e;Cool_Stuff;1100;30;20;23
1065dbb6b0bf03daaedab1236979e296;Stationery;1400;38;40;39
0d826eba8e0a2ae3bca9e3a947dd756d;Toys;250;20;14;12
f8f6fd145cc00519283cf3100477b2b3;Sports_Leisure;1050;25;20;14
4e04ffb7dd3739ecfc37de8927dd586c;Stationery;500;24;7;16
36555a2f528d7b2a255c504191445d39;Health_Beauty;1467;23;16;20
22937a73f92a33040ab4e2540355a5d8;Fashion_Bags_Accessories;100;16;5;11
dc21247da0290904ffbbcd5953c76f95;Stationery;100;16;5;16
9020ce7adcc384b2899ae87ddc54767b;Stationery;300;23;7;15
bfc1d1c62b1f7f401d8d9dda962bb870;Sports_Leisure;950;60;15;15
6fef6d87bb6c2eb11d57a967209219a8;Garden_Tools;250;17;3;11
1e5428c428e0f783acd6e3d94ba4ee2a;Computers;12000;27;50;53
94080f9219044d897195e2be145945dc;Auto;921;17;9;16
d0389f20b3d11de54e1e4561df147683;Home_Construction;10000;60;25;25
3e9b58f1436820c248d3f98d7229bb14;Watches_Gifts;250;16;11;11
575c38b4c88fc7b35ef22fc8312bfe1b;Cool_Stuff;1200;44;20;20
556702ebb73d3786a852ad3d5a8ad268;Construction_Tools_Construction;4800;25;8;25
a3a03c131926ec14d4c9f3ef03016b24;Pet_Shop;700;40;20;20
e586ebb6022265ae1eea38f46ffe3ead;Health_Beauty;1050;18;21;27
278b3c6462e86b4556b99989513ddf73;Small_Appliances;350;20;20;20
0d009643171aee696f4733340bc2fdd0;Perfumery;422;21;16;18
be1be330cf34043d1c40d6114cbd11b5;Watches_Gifts;317;19;13;16
07f01b6fcacc1b187a71e5074199db2d;Agro_Industry_And_Commerce;16400;63;66;56
75b4372e69a42f8ae1d908c076f547b2;Health_Beauty;938;29;22;23
3569d4374a919941a50f57371b1dc93d;Health_Beauty;2700;21;16;31
a3c95dc653d9a279b160bc0179385ed1;Bed_Bath_Table;1750;30;18;30
0992c6cba95a13bfa68ea7d5e22d478b;Garden_Tools;3850;29;12;24
b1eae565a61935e0011ee7682fef9dc9;Perfumery;267;17;13;17
2734390ee304b0f4817b3c233094fc16;Musical_Instruments;16200;55;40;40
32ee3f4e2493045726807808d7abbab6;Bed_Bath_Table;1400;38;9;27
c2367eda4f9623d0355dc5d7796d857a;Bed_Bath_Table;6450;100;10;11
7f34b85142d1ef9e077a0da9ada27385;Furniture_Decor;2300;105;3;70
c478b1bbf9ec8c5691f37ccb83187386;Computers_Accessories;300;25;8;18
f9ecf420c38b90a8af8e7f70fd789264;Sports_Leisure;600;50;10;12
3a6a0247ced9dcb444b46caafdcdd368;Health_Beauty;3600;20;20;20
adf591c625cb265c12bc6749d3a2f757;Health_Beauty;150;20;24;33
3e0f398b664b26e3224c79dbf435191f;Sports_Leisure;400;16;4;11
64c8f1a52b407d92518a1f8b79240a70;Telephony;100;18;6;11
af16005fca813272caf59c432153949e;Furniture_Decor;800;53;8;20
e6a1ff3552ba3305c1cf0a4dde50347f;Auto;5250;47;19;23
d8a405c732027a2af3187b031890933d;Auto;200;35;4;26
ce94e3c41145e28428cdae952a1fd7f2;Watches_Gifts;335;17;11;12
3f0f8de616df6efb39a48f3c64eea974;Bed_Bath_Table;1300;50;12;12
6ddc95e87149457c4c5177b0a474a9ba;Furniture_Decor;150;35;2;25
a2e2851eae0aebb8ee4df32348b42e2b;Computers_Accessories;367;16;4;11
723f62c36c298037716bf60c0ad0df3a;Watches_Gifts;250;16;2;11
b2b3503e675abbc07e278151da072ed2;Furniture_Decor;8500;75;25;55
c18c01e09509a509e2b88d3ed40c580e;Baby;2150;42;25;15
a41e356c76fab66334f36de622ecbd3a;#N/A;650;17;14;12
e7cad5e8ed9b92e788262ad710c33bd0;Sports_Leisure;150;16;5;11
c33d78b97260227119fb2b71be168fca;Bed_Bath_Table;650;27;10;22
e8fd6f481db77b847e7ab93fa1510e7e;Small_Appliances;2700;20;26;32
67bea89008edcb996cfe4e3d062b62a8;Housewares;1200;23;22;16
e8e86cbab028363545a5bf0ca5e226ee;Furniture_Living_Room;6050;55;10;46
c12b64bf0861a27e0f06c36ef82f457d;Sports_Leisure;150;16;6;11
6f0169f259bb0ff432bfff7d829b9946;Home_Construction;1050;16;20;16
b6f3b8136ba8302906df7e11ff908751;Pet_Shop;1350;23;7;30
2be2be0a6a5916840503fdf50808ebcb;Housewares;600;36;6;19
8efa775719397f78f79c8e5c7b0afbd4;Furniture_Decor;1000;30;18;18
9e87e3ee09baee5f5c0513ff37bc60ab;Bed_Bath_Table;1550;43;8;33
a0abcee0132a5aed003d98e459b37698;Bed_Bath_Table;2700;45;13;35
7f6308ba4057a6a740af7b4dcfb79c13;Telephony;200;19;5;11
1eb4a9aee05c9cad041e09add2a26d68;Luggage_Accessories;800;38;8;28
8da90b37f0fb171b4877c124f965b1f6;Perfumery;377;18;13;15
712a72a78ffb66cb6eee87eebbf54519;Sports_Leisure;400;45;22;43
c5fb7fbe39f4e09e048ffbc5b28db49a;Signaling_And_Security;450;16;5;16
f17b05cc8a7651896df8c30884200e9a;Air_Conditioning;2000;32;51;16
55ec10b39713ee81ee2c5bcb558cf866;Fashion_Bags_Accessories;300;16;2;11
c190c4fe582c5b7ffff586506de83f01;Furniture_Decor;250;26;14;14
f908df99196805b5bc4ada9ef510b11b;Sports_Leisure;1950;60;15;15
ac5bae85a895724330c4acddd581b02b;Telephony;500;16;15;11
d8dee61c2034d6d075997acef1870e9b;#N/A;300;16;7;20
cbaff83e2c00a2b731d27276bbf52082;Art;7900;70;15;70
ad67f74682943e3857eebf3ca2538d1a;Bed_Bath_Table;1800;41;9;34
1e12f1836c1f08b25ef78fcdf76fbf08;Garden_Tools;900;37;3;23
acd427ee119d5c71c7a85ae488cb0a6a;Fashion_Bags_Accessories;200;16;2;11
60cf4effb6947283fa638d570bd07318;Baby;4500;80;70;28
51fed4afb1b41d00ad9d25a73b7fbbc7;Consoles_Games;250;21;7;15
bb09cce52b336261572a5a7e25a33795;Housewares;550;16;25;12
65a6462e42e05ab3b8dc613566736825;Luggage_Accessories;1100;39;12;28
f2396540fbfac27b5117f0dbd6744b50;Bed_Bath_Table;3600;40;20;40
70d1bd3a042448105a71d0b41ecbc96b;Consoles_Games;100;16;3;11
0075c14603d80515e20908c156ceb47b;Sports_Leisure;150;16;18;16
5a42f73d92034010a4e00360fb0df099;Sports_Leisure;3775;18;13;16
bcd58b852a3b0152b6b384c4e4474ba2;Cool_Stuff;1400;25;20;20
2bfb0bdbcea77da2879f0ef3be9a219e;Consoles_Games;900;22;7;18
87fb220044e9aca16fbec51c6c997aa0;Watches_Gifts;250;20;12;20
484bf1dff778a416389aafd0dee1cb11;Toys;350;21;9;16
56139431d72cd51f19eb9f7dae4d1617;#N/A;200;20;20;20
3cef8174403f4fdedbf24fa67fa9f132;Baby;1800;18;32;27
003938452c98ff9ab28e9e7b4bfe97ab;Furniture_Living_Room;5050;50;8;50
8d6cb00151d423c52855385c89f0bae8;Auto;27100;50;50;50
5877301b00f95e3c6118738b293dfab3;Home_Appliances;1500;65;8;38
e0bbe6292471ff5ab3752414baf78111;Watches_Gifts;500;16;11;11
dd768d259ee6054e0dadd66c8e2be0b6;Bed_Bath_Table;350;16;10;16
fc2edee55f4118969f4dc49f7a717605;Auto;500;16;12;17
b521fddf2c8a7e7d1791bfb3c1b2f278;Sports_Leisure;1000;20;20;20
46b48281eb6d663ced748f324108c733;#N/A;18500;41;30;41
db7e6804f1a8206a7e51c9a741a09d9e;Toys;300;24;11;24
50556c630443502c11acde1c320fe278;Health_Beauty;250;16;2;20
88d2c501ec765f5d7e8038fa6aab0e62;Health_Beauty;10700;40;40;40
722fb67c17907e21734449c091420bf5;Housewares;1700;32;21;22
43b6d9e46e1e6b8ac743a1c31e462937;Garden_Tools;7700;39;28;25
1ffe365aa7583189e63f2fa4f060b269;Sports_Leisure;5200;20;60;35
3014e35fd70fce29095ced5cdc89f4ce;Telephony;125;17;10;14
e869d449cc32881790ef9af9b4c670f8;Office_Furniture;15700;58;28;58
a1b3a75aaaee5c9a683f2266c088f720;Watches_Gifts;350;16;11;11
7fdbc1ecf5fdf5c98d9b14e110133eb3;Sports_Leisure;213;16;10;13
15b3d40f375c0645c1eed4ed1cd8e17a;Fashion_Bags_Accessories;150;16;11;11
1cf39a397efa955b102a52ee7ec5531c;Auto;18200;56;15;15
f9471562478eba8761bc985b968a0092;Housewares;850;18;21;15
e96bac5656eaec25f3d76757fa16d9d3;Home_Construction;1050;16;20;16
16b06ede456b922e56fbb4b3818aa875;Fashion_Bags_Accessories;200;16;9;11
c7147724cd430269c6296fc758c0a086;Housewares;300;16;15;11
dbb399a8be7395d5b136d49fcdce13df;Computers_Accessories;200;23;9;13
ed46d1fbd7bf78ce79910c09fb892abb;Sports_Leisure;800;20;25;25
d458378a178cd7cae60052319cebf235;Stationery;200;24;7;14
596363933adf57df745ecbc8afeec226;Sports_Leisure;698;46;10;14
4473f3e5c65952b074ef987fa5c24662;Telephony;350;17;4;12
8c9faf6aabee9b2a30b83f92d786f6de;Books_General_Interest;1000;24;5;17
8e71b24c3e25a92fef6176120a67fac7;Computers_Accessories;783;21;13;28
828fe032935d7c1901682e5b6cc076c2;Perfumery;600;20;20;20
19502a282608c5627fb32e22724727fc;Toys;11650;55;30;30
df473738565b52f77b4e22b328b41576;Costruction_Tools_Tools;400;16;2;11
657491063e8a63247a108a4d9cedf020;Toys;3050;40;10;40
a388f2043ca885de714453e4fac616e2;Telephony;100;16;3;11
4c6018f41a6c2e5543cc034e94f5ce5b;Garden_Tools;16500;40;25;26
a85543a371d5cfafedb80a8177a692b5;Housewares;750;34;14;24
6b017e0d95d8765a6f2bed3bc272c61e;Fashion_Underwear_Beach;250;36;4;20
6d14f72afff32795290f2df6507f063c;Luggage_Accessories;2300;84;14;20
75b433ca888fe027b18dfac89a284667;Electronics;1350;33;12;26
9aa70106d14b83c7ad033592870b2b30;Housewares;530;17;20;20
42fe4aefc7e8a45dd96a59af81dd3fef;Auto;1300;20;20;20
a04cf12934a318be6550b1aeab938bf2;Fashion_Shoes;4000;57;14;36
224703229a7c966a5b191651e1561be2;Sports_Leisure;8150;20;20;20
43724b27731595d954e911f443fb1cc4;Construction_Tools_Construction;2200;16;2;11
b29ca3d3127057c43ef4b364bbe360ea;Health_Beauty;1150;20;25;20
5e21d5cab5d33e770d8150a4ee6117db;Watches_Gifts;200;16;2;11
55610b8b7d48294e69fc23f513dfbe98;Furniture_Decor;400;16;20;16
68bfdbfe84f03af17733b10362f10020;Furniture_Decor;600;29;12;23
5fb61f482620cb672f5e586bb132eae9;#N/A;300;35;7;12
a5bc1334f1762ce0a844f3f694dc08e1;Bed_Bath_Table;1200;16;10;16
701ff123e9085dcc9c2f833efded6374;Cool_Stuff;10664;61;63;35
73b499a2f5002c0a2158a478cc5a096c;Housewares;1800;50;12;36
42f14eda412436b96cde4f4025ed5f25;Sports_Leisure;500;16;2;11
47969dd948e918289f809be899ddfb4c;Stationery;258;19;12;19
446295cf6f689d4db477145815362608;Stationery;1400;16;44;37
280c05c66173c2b377f3e449e33abc6d;Toys;400;35;7;35
4a96de21ccfb22ebe1c56992acbbd7fc;Air_Conditioning;1300;30;10;30
c45a1de8cdb00af9ba1f3c097561b77a;Bed_Bath_Table;1000;30;10;25
1b37262ebd1307a6c9aab9aca8584e76;Pet_Shop;1300;30;10;18
04869307f7e7dc5b07f1d83406ade1e5;Toys;3305;38;36;19
8bb6ace4cf2411747ea1cfecad5a458d;Baby;6000;75;15;50
21db47f6493b06e8e7fc562ec9890e77;Computers_Accessories;300;35;5;25
f4d705aa95ccca448e5b0deb6e5290ba;Bed_Bath_Table;250;20;2;15
bbaef2eadf31fe3ea6702077398be06c;Perfumery;400;18;11;11
3fc3d637781e5d185455013606a6e2cd;Electronics;250;16;10;30
21d325f98c6505a72b1bcf363f3d3f88;Toys;1250;29;19;22
f6691c7e7a0c12d28003c97608dfe605;Fashion_Male_Clothing;950;40;6;40
c615805546392ec3b8a20c6590c4d400;Pet_Shop;2000;30;34;17
6e9c52b407fea24064f7ab2b144fbf8c;Baby;13575;71;81;44
e07f6e9343cad06f34d0a7a09eeac4d7;Health_Beauty;667;17;16;16
80fc21f90a43fdcfc623f11f5457db10;Watches_Gifts;267;17;11;12
9cafef108028ea326352e901a8b729a7;Bed_Bath_Table;1750;45;20;40
dd783a33bc94bef9c728611320d559e7;Health_Beauty;150;16;12;11
ec019a7e1feb42072e2a07b6317c7edb;Toys;10550;65;7;45
20424e1f503b9ceeeee60b717b11ec36;Housewares;1725;100;35;16
795ed173180b101b114960e572d2181f;Luggage_Accessories;700;45;10;31
40a75445dcf4958b8c9b3dac6898094b;Sports_Leisure;400;34;16;16
fff0a542c3c62682f23305214eaeaa24;Stationery;300;30;10;20
21419fbb5e6e21591c1dc83cb75aec07;Home_Construction;5850;60;25;25
d801448d8cf48fd15a66dc8779d47241;Watches_Gifts;267;17;11;13
d1fbb5683c8e93f314d0f2bf40d07761;Bed_Bath_Table;1500;39;12;25
4e7f36f28c51e114a343625b628dd429;Cool_Stuff;400;24;16;14
58bef3ad35aed45b92cf03510e6cf5ce;Sports_Leisure;1300;31;32;31
532d7f19b8005e415f5b98a1cf4a8690;Housewares;400;16;10;14
aedb7e30007f6051c5b3f97156b0848a;Art;150;25;2;19
c752f2bc46ad4b389290cf5828a1db62;Health_Beauty;650;25;13;14
7207700449f2433076d70a5b1c004eb4;Consoles_Games;706;32;8;38
582dfc3697c5f834a5ddf28460ba9222;Fashion_Bags_Accessories;300;25;10;25
54910b8287ecea5f93a008ebfa94a15c;Bed_Bath_Table;4850;75;5;50
ecaae002060173ec59f5b168cbd55d70;Auto;825;20;24;15
9e48435521202c8795e21ac42efcc761;Computers_Accessories;600;46;3;15
f46c384460008df0071849d01b39834f;Sports_Leisure;700;23;9;11
4fe53f6c123977ffa0dda91a2962c9e8;Furniture_Decor;300;40;10;27
7aeb83cae61b0e94e6426cba2598ad9e;Housewares;1270;17;14;17
3fc23ad64a8ee1f1451c8c44932c5d22;Costruction_Tools_Tools;450;20;2;11
e10758160da97891c2fdcbc35f0f031d;#N/A;2200;16;2;11
dccef777bc505f2eca720502c209988d;Home_Appliances;150;18;8;13
b6be875acca0b4862cae6479c5d9e6fa;Garden_Tools;200;16;3;11
84e1b9c6ba2ed178bd217097b41f1251;Kitchen_Dining_Laundry_Garden_Furniture;10893;33;88;44
93c285dad77a797cf2193ead6afbe107;Housewares;1800;25;7;20
1ba7948f3aa31cdaf78a4885f3c5385a;Toys;1220;20;33;22
6a61a5d77a8571a0646e8c0f75f572f4;Health_Beauty;360;30;19;22
0e40b1ed4cfd3da1962ec91913e54ba8;Electronics;175;22;11;15
2de8789bf8abcd2f6c7866f9429b1986;Pet_Shop;1900;50;13;70
d394d30215872be4cda2c67c1ce5b981;Sports_Leisure;250;20;20;20
9181a16945ef449aa81212d5139945ec;Baby;6950;85;11;50
b166907a5770631b7deedd0891b1b7ab;Housewares;1100;55;5;40
302a19dacdbb5ed2f74f9dee8126ef79;Baby;300;17;7;24
1fb2c1a0d7f863e0644077cb5d8f80df;Office_Furniture;16500;58;28;58
0a17941f41b99d2f070fab54b458a4a4;Luggage_Accessories;300;16;23;19
98190f6a2c3253d07ca86525bb238162;Electronics;1836;61;6;24
a18a23a783fb7576a8f0f6fbc2ae2b58;Health_Beauty;175;18;22;16
e2c3ed9aaddfd2312a6a5fe9b3ddadd3;Toys;675;22;24;21
71c808620fa8dafbe6cd6c638cc67567;Sports_Leisure;200;26;5;20
25cdef5b1428725aa16b8b9a6fbd72ca;Industry_Commerce_And_Business;1200;30;20;30
a1bf559ac1eab015ba992bd76d9d76c7;Computers_Accessories;200;39;2;30
3b82733180834cc02658403163260204;Office_Furniture;16100;63;61;24
eca3036ef7ba11b3331c334b7053fe13;Telephony;117;19;4;12
6b75ce117b8fcc75289cb6cbe589de6c;Fixed_Telephony;455;36;18;27
23ab7bb9eac81e85ec43ed71064cf7ce;Bed_Bath_Table;550;16;10;16
5cfe07a11fd4f35d3c5ca21cd60cee6e;Fashion_Shoes;750;22;12;33
78119fbfa709d07b86f5ccf15043c6d6;Cool_Stuff;586;18;11;13
9138555a5066b7f16bf15e75c7db067c;Construction_Tools_Lights;540;16;27;16
1ec5373950b7877c5de483a123223810;Sports_Leisure;3700;30;20;20
34607082301052079a3bffcd12c5ecfb;Housewares;3150;30;17;30
4ceab0364ce2bef8363b89f4719bbff7;Bed_Bath_Table;2100;53;27;40
c9fe02894880831f6f28d5ac212d036f;Construction_Tools_Safety;314;20;19;18
3c883b9d3fd2d0ce448d4136349dc0a4;Bed_Bath_Table;550;23;15;23
98d0e0ca6213edc063889593a2475e36;Auto;13825;70;35;49
f2c1df0fc307ec60e3321c708c1dcac3;Bed_Bath_Table;850;40;6;50
622d3b263cd40b06e1eeea144fb83f19;Baby;250;21;4;13
15cd31f93b25e5a517f05b1af31d353f;Toys;400;20;20;20
cd7701670288642f7be9437dec9034c1;Perfumery;400;16;20;15
3519403062e217f433e0bbdc52e0b19f;Consoles_Games;200;16;2;16
37dffde0476450e75dae423136954b0f;Auto;250;20;20;20
d68bd4dedccc5545b1ff6629de8fb021;Computers_Accessories;1950;17;11;12
e4c0d69bafff0157f574aae9a147a8c1;Furniture_Decor;300;35;10;25
b6b4ab44d1f3c2a645abbda76af2a993;Watches_Gifts;1050;30;45;11
d19d6968c8fa843da04bf9c9d23c312f;Auto;400;16;7;11
de984954e2e130136bcf8988bc973d90;Musical_Instruments;1000;56;9;22
c6336fa91fbd87c359e44f5dca5a90ed;Sports_Leisure;150;16;16;11
d10abea506594de1dd5ea21851f94062;Health_Beauty;700;16;16;16
4bae12e58c9b828e1302a2cad437b80a;Consoles_Games;450;17;7;17
aba0932cedf32b2a7b6b832f11769613;Health_Beauty;2000;30;12;16
f777c903946dd86fd00cd5b32ec3e907;Construction_Tools_Construction;21400;20;20;20
39e3b9b12cd0bf8ee681bbc1c130feb5;#N/A;300;16;7;11
2e511b5741ab14e7f5294df6f1310b03;Computers_Accessories;188;20;16;15
74f250adf8f41738ca96718232a41499;Furniture_Decor;300;16;30;20
f16ced867a24a244afefb5b867f337df;Fashion_Bags_Accessories;13600;26;60;40
1ce0e963805e3c170485768e8b09fe65;Furniture_Decor;800;25;25;25
794de06c32a626a5692ff50e4985d36f;#N/A;300;18;8;14
a530b23a71594d0d986a30359e207762;Furniture_Decor;1400;65;12;12
d294bd539d8c70342149beb38b767afc;Watches_Gifts;650;13;11;12
fe9184887637170f6da65623475d6a66;Construction_Tools_Construction;600;26;17;17
3da6f3c6c1ac8c36ff45b1a493a44e82;Furniture_Decor;3000;69;11;11
8a4667ce8c036b0d54dd65a38298bfc0;Luggage_Accessories;950;46;10;33
26d114f0b4f14f5e3b3db0e211019777;Furniture_Decor;17400;42;35;42
ef22b718807d8b96162d9b021912f178;Fashion_Male_Clothing;300;16;2;11
599e5320aef0c7dd9e3fed9b2f673d41;Computers_Accessories;700;20;20;20
acfc0fd945c522a0d2266d45bcdd91c6;Pet_Shop;625;21;16;17
2029248294c186017ecfc48cecd47bbd;Garden_Tools;3250;32;14;22
e8f22df5fa5b454907286aa61d6216a8;Fashion_Shoes;1500;22;12;33
4da06dee0a480b5d666886ea00b4d9b3;Bed_Bath_Table;250;32;3;23
39d5f0edfbb6ee4d1c524dd620c0bc7a;Garden_Tools;425;31;6;12
185013b2b9237c14bd26a394d9fda023;Air_Conditioning;150;20;8;13
3d1e658dd7dc71b44b125bdd18236fb3;Furniture_Decor;350;68;8;13
5e459bd31247ee46fa95b09556600a6a;Fashion_Shoes;300;29;7;16
bb31a27a0b24236c8ce7e0c6264c51ec;Telephony;100;19;3;11
99a5e7a2c16478ff3f0ea9c20eb2820f;Auto;550;16;21;18
8a2d3285de64b2117fbf83784acd09fc;Auto;250;16;27;15
fdac82e439dafa5f87a9547581532380;Auto;1000;26;40;20
b3f29e4bbae3c829f7c4231074c307ee;Housewares;14850;35;102;35
115bc0865dc675638645e1ab5311e30c;Baby;850;42;25;15
e71ba6dc5ef4b3bada7ee8d17304d31e;Consoles_Games;1850;28;14;19
062597771ee91356ea34084f28c03a4b;Fashion_Bags_Accessories;300;16;2;11
8d51190d4e52d32e6abf3d0551501114;Telephony;200;19;4;11
10d43b23591dde746f32fe6a7beb5bfb;Health_Beauty;150;22;3;15
b0cd550945da1de6eb9cb69595d540df;Sports_Leisure;900;16;16;16
e83ded7d97b96d338c4e72bb1ff7676c;Garden_Tools;1900;44;19;19
ce130b350f529a1d6288f927da7404ea;Bed_Bath_Table;1450;45;10;15
c04b8195870068ff5c495f269a0bc993;Books_Technical;1100;29;3;21
454157d7294823cc44ad21d4fe31474a;Sports_Leisure;200;16;11;11
f0737b524fe6b57f2ad4f174ce23a62c;Sports_Leisure;12600;20;10;20
bc4a074ab7a7ff14e98fa64671a79dc0;Health_Beauty;1450;25;25;16
6c3fc3c928cf7d57418923ffea326d9a;Cool_Stuff;800;42;25;15
dc582e9ac5036846acfeeb3093b17aa7;Perfumery;1300;22;14;14
e84fb20fe338824c220166d3cd562cbd;Health_Beauty;150;22;3;15
3c2f792f1041177a81913a977431a99e;Electronics;200;20;20;20
bcad5b050c241af2fdc24c51556b297c;Garden_Tools;11450;23;43;35
0d8c64a12c0e49b2515674c031b965a1;Furniture_Decor;2200;20;20;20
e5d860a0fff2e94bd1a406456cc6c4b3;Home_Appliances_2;13200;66;19;67
eca26be90d3b3454dd69a13a05bdb46e;Fashion_Bags_Accessories;200;16;2;11
c4344f6de69a96da8febce3f885171f0;Consoles_Games;150;19;11;11
f092eaa771e3dca0bfeca32b5c9d5669;Musical_Instruments;3350;30;30;30
debefa981200019b8c4a45d0176125a6;Bed_Bath_Table;2200;42;11;36
d0877f0094337c414d23f5a3c7bad20c;Office_Furniture;30000;50;50;30
4ed86bcb86407328452ac1c5b3b89d67;Baby;500;30;8;35
e117ca2a90cfd40b93450b0b60f834e4;Bed_Bath_Table;1800;45;10;34
7af3e2da474486a3519b0cba9dea8ad9;#N/A;200;22;14;14
4c303e0fd131aa3fe487c108b5aa8c06;Party_Supplies;1300;70;11;11
63f7cd79973145c9e6bb11c5fd03e82e;Fashion_Bags_Accessories;150;16;9;11
a2bd2eae20998a24c22b110334928b02;Luggage_Accessories;700;19;48;35
55103cbbe0851d3a303a022cc4140628;Luggage_Accessories;2900;40;55;30
f97d74310019b255120e4316f4515d74;Fashion_Bags_Accessories;200;16;9;11
3d649f0e12c7b5f9ec7e00f538cc13f3;Health_Beauty;300;16;18;16
9a5a361f3cd6c280f6bf4ffb6207c51e;Stationery;200;23;7;15
c354569eefd558bf201d0aedf35608ed;Bed_Bath_Table;700;49;4;50
7f383ce1a13d3d90e3d6074557ee8deb;Telephony;200;17;13;16
f2a1b32f85cad59ff2a8444154ac25f0;Air_Conditioning;7800;105;10;40
5027a29c73fb3aa5e93eae6867c9a2e7;Stationery;550;16;4;11
457c5f8a59156ce6315753d8d788a16a;Watches_Gifts;200;16;2;11
3eb0cd17f2bfe15716e113962806a5de;Bed_Bath_Table;1000;30;7;24
76df076d70248fa44de6ed8c31a1a9b5;Stationery;1000;26;8;33
